	A1	A2	A3	B1	B2	B3	C1	C2	C3	D1	D2	D3	E1	E2	E3	F1	F2	F3
OTU_85	119	144	65	49	47	65	118	148	177	116	91	36	199	220	252	127	140	152
OTU_1396	0	0	0	2	0	0	2	3	1	2	1	1	1	2	1	0	3	0
OTU_2376	0	0	1	1	0	2	0	2	0	1	2	0	1	1	0	2	0	0
OTU_4037	0	0	0	0	0	0	1	1	0	1	2	0	0	0	0	0	0	0
OTU_3952	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
OTU_744	2	16	2	2	5	1	4	4	5	9	6	0	8	4	6	5	3	0
OTU_2087	0	0	0	0	1	0	0	4	0	4	0	0	0	3	1	0	0	1
OTU_1934	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	2	0	1
OTU_2632	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
OTU_182	4	23	7	11	43	12	20	25	32	25	30	13	118	54	128	6	8	5
OTU_1847	24	42	10	5	4	4	13	27	21	6	14	3	33	18	52	3	3	3
OTU_211	11	23	6	1	6	1	23	48	62	1	4	1	13	10	17	5	1	3
OTU_249	21	27	28	3	1	8	11	16	17	12	7	2	17	19	19	4	3	5
OTU_3479	2	4	1	11	21	6	22	50	48	2	17	3	9	6	9	4	10	4
OTU_389	8	9	3	8	4	3	35	84	71	15	13	6	2	4	7	13	7	17
OTU_523	6	22	11	13	31	6	19	48	36	5	11	4	11	12	13	5	2	6
OTU_198	5	27	5	24	25	20	13	42	24	8	18	0	21	11	28	2	3	2
OTU_202	13	27	13	2	5	6	6	17	9	5	6	3	41	41	67	3	2	0
OTU_245	22	59	9	0	3	2	9	17	15	7	4	1	12	2	9	3	3	3
OTU_178	7	11	6	0	0	2	8	16	11	3	5	1	103	58	109	7	8	6
OTU_1966	3	8	1	2	2	2	1	7	3	0	1	1	11	6	14	3	0	1
OTU_352	26	24	14	3	3	2	7	15	22	3	4	0	10	14	26	3	1	0
OTU_418	4	8	3	9	14	2	1	4	2	13	20	1	0	0	3	1	2	2
OTU_578	1	3	2	5	10	1	5	11	12	5	5	0	0	1	2	9	6	3
OTU_218	1	5	1	2	5	3	17	63	60	8	5	0	5	0	3	2	0	2
OTU_2266	19	40	9	3	5	3	15	21	24	0	0	0	10	6	21	11	8	5
OTU_385	9	23	16	2	2	1	34	70	79	4	2	0	5	5	3	0	0	1
OTU_659	0	1	1	3	1	0	14	46	36	4	2	0	2	0	2	2	1	1
OTU_650	6	12	3	0	0	0	11	26	14	2	1	0	33	16	29	1	3	0
OTU_3055	0	1	0	3	10	2	3	2	7	2	5	0	0	1	2	0	1	0
OTU_3705	3	8	0	0	0	0	5	12	6	3	6	1	11	7	8	1	0	0
OTU_730	0	3	0	4	2	2	15	40	22	2	0	0	2	1	5	0	0	3
OTU_349	0	1	1	34	74	18	0	0	2	5	11	3	0	0	0	2	2	0
OTU_1509	1	8	0	0	0	1	3	4	3	3	5	0	0	0	0	0	1	1
OTU_1930	0	0	0	3	2	1	0	1	3	3	3	0	0	0	0	0	2	4
OTU_1987	0	0	0	2	5	2	2	0	2	0	1	0	4	3	1	0	0	0
OTU_3365	0	1	0	0	2	1	0	0	1	0	0	0	1	0	1	1	0	0
OTU_1503	0	1	1	0	0	0	4	4	2	0	1	0	0	0	0	0	0	0
OTU_1674	0	1	0	0	1	0	2	6	5	0	0	0	0	0	0	0	1	0
OTU_2991	1	3	0	0	3	0	2	3	8	0	0	0	0	0	0	0	0	0
OTU_1228	0	0	0	0	0	1	0	0	0	18	15	2	0	0	0	0	0	0
OTU_2824	0	0	0	1	0	0	1	0	3	0	0	0	0	4	0	0	0	0
OTU_1540	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
OTU_2528	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0
OTU_298	0	0	0	0	0	0	0	0	0	0	0	0	50	25	60	0	0	0
OTU_3618	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2768	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_3071	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_3086	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
OTU_109	26	60	21	10	26	14	27	69	83	15	42	8	13	7	20	20	34	26
OTU_30	72	231	56	3	12	11	11	25	32	25	45	11	255	140	310	10	20	14
OTU_316	23	59	23	2	9	1	17	54	56	5	13	1	1	3	15	7	3	1
OTU_488	0	3	1	2	4	0	6	5	9	0	2	2	2	1	2	3	2	6
OTU_515	0	0	0	2	7	7	2	5	4	8	7	2	3	0	1	5	4	2
OTU_1198	0	1	0	0	1	1	3	1	4	5	3	0	1	1	1	2	0	0
OTU_1299	3	4	0	0	3	6	3	7	9	2	4	0	1	0	2	0	1	0
OTU_601	0	0	0	2	14	1	0	0	1	8	14	1	0	1	0	4	5	1
OTU_934	0	5	1	0	0	0	0	2	1	1	2	0	2	9	5	0	0	0
OTU_1611	0	5	0	1	0	0	0	1	0	0	1	1	2	1	5	0	0	0
OTU_2238	0	0	0	0	1	0	0	0	0	1	2	0	0	0	1	1	0	2
OTU_1659	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	2	4
OTU_2961	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
OTU_3562	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
OTU_543	6	5	2	3	3	1	5	5	8	3	3	1	7	2	8	1	2	0
OTU_362	13	29	9	3	15	1	13	38	32	5	7	2	5	1	0	1	0	2
OTU_901	1	0	0	1	2	0	1	1	2	1	2	0	6	0	5	2	1	3
OTU_193	34	52	22	4	9	9	24	58	52	15	15	1	10	14	18	5	9	3
OTU_256	17	31	25	10	16	7	19	37	37	6	6	4	6	8	12	8	8	3
OTU_293	11	31	15	7	14	2	10	31	25	15	11	3	8	3	9	4	9	2
OTU_510	2	12	3	2	12	6	10	19	18	6	5	2	11	7	21	11	8	17
OTU_73	116	259	70	62	103	49	76	152	157	69	96	21	214	137	226	81	66	72
OTU_79	25	68	29	60	81	65	84	123	145	40	45	17	46	39	55	55	53	49
OTU_1018	1	12	4	2	5	2	0	6	2	2	6	1	9	5	16	0	3	2
OTU_460	1	13	6	2	4	2	10	17	13	0	4	1	11	7	10	4	0	3
OTU_794	0	1	3	1	3	3	5	3	1	3	5	0	3	2	1	2	5	7
OTU_1230	10	4	1	1	0	1	4	0	3	1	1	0	3	3	3	2	1	3
OTU_2725	1	9	1	0	1	1	1	5	9	1	2	0	3	2	5	0	1	1
OTU_495	5	8	4	1	0	0	7	13	12	2	6	1	0	0	1	1	1	2
OTU_589	1	5	1	0	0	2	2	0	0	0	2	1	36	18	38	2	6	4
OTU_766	0	0	0	3	2	1	0	2	0	0	1	1	19	7	17	7	3	10
OTU_1242	0	2	0	2	1	2	0	2	1	1	1	0	0	0	0	1	3	1
OTU_1603	0	0	0	0	2	2	2	1	1	1	0	0	7	3	7	1	0	1
OTU_804	2	4	2	0	0	0	3	1	8	0	3	0	5	1	4	0	0	3
OTU_878	0	0	0	1	1	0	0	1	1	2	0	0	5	2	4	2	2	2
OTU_1179	1	3	2	0	1	2	4	2	4	0	0	0	0	1	0	2	0	0
OTU_829	3	2	0	0	0	0	1	8	1	0	6	0	4	3	5	0	2	0
OTU_1539	0	0	0	1	1	0	0	0	0	1	1	0	2	0	0	1	1	3
OTU_1275	2	0	0	0	4	1	0	0	1	0	0	0	1	1	2	0	0	0
OTU_2056	1	0	1	0	0	0	0	2	1	0	0	0	0	1	1	0	0	2
OTU_2635	0	0	0	0	0	3	0	3	3	0	4	0	0	0	1	0	0	1
OTU_3100	0	3	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0
OTU_3164	0	1	0	0	1	0	0	2	2	0	0	0	1	0	0	0	0	0
OTU_3946	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0
OTU_2641	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
OTU_3768	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
OTU_3898	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0
OTU_3940	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
OTU_1561	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	2	7
OTU_105	37	75	14	6	23	15	9	20	13	15	30	6	46	21	56	41	19	20
OTU_107	80	223	95	4	8	5	30	88	78	18	24	4	176	113	225	12	22	7
OTU_123	11	51	19	4	10	13	29	53	57	14	21	4	11	12	28	11	11	8
OTU_124	14	46	15	17	28	21	10	20	20	33	44	7	36	26	47	33	44	42
OTU_143	34	117	30	7	3	1	2	17	25	6	8	3	22	16	37	8	10	9
OTU_156	26	53	18	12	30	16	4	29	13	24	49	4	35	16	49	21	27	29
OTU_164	13	61	15	1	5	3	20	71	49	10	11	1	21	14	21	11	4	9
OTU_176	20	100	27	7	2	5	24	33	38	6	13	3	55	22	47	3	2	3
OTU_194	9	18	5	11	36	21	13	36	46	26	41	5	7	5	22	23	9	14
OTU_244	19	62	11	1	9	4	6	26	15	13	13	1	6	7	6	3	5	9
OTU_283	4	9	5	6	5	3	6	15	26	5	9	3	8	4	12	8	3	12
OTU_326	6	24	6	16	7	6	3	4	7	10	15	4	7	4	10	17	13	10
OTU_332	35	80	25	7	27	15	18	61	57	17	29	5	38	17	31	11	12	8
OTU_53	75	216	60	62	91	55	105	255	286	100	119	48	118	52	135	89	94	99
OTU_2070	0	6	1	2	5	6	3	11	6	4	7	1	1	4	13	8	4	11
OTU_287	1	4	0	10	18	8	8	11	13	10	19	1	8	2	12	15	18	17
OTU_427	1	4	4	0	5	10	3	18	9	4	13	3	5	3	13	10	7	9
OTU_568	6	5	2	6	32	13	1	15	11	12	17	2	1	0	1	9	6	8
OTU_409	4	7	1	0	7	1	9	15	15	0	8	1	18	16	27	6	10	9
OTU_2878	1	3	0	7	23	9	0	4	4	10	22	4	0	1	3	7	24	13
OTU_667	0	0	0	11	12	9	1	5	7	4	4	3	11	3	13	7	9	5
OTU_945	0	0	0	2	2	1	1	3	2	2	4	2	1	1	4	2	3	7
OTU_501	7	3	2	1	0	2	0	4	6	1	1	0	7	6	11	1	0	3
OTU_3467	3	2	1	0	1	1	0	5	2	0	1	0	2	0	3	0	3	2
OTU_1085	0	3	2	0	0	0	1	0	1	1	1	1	2	4	1	1	0	0
OTU_1122	2	9	4	0	0	1	0	2	4	0	0	0	0	1	2	2	3	3
OTU_3683	0	0	0	2	2	2	0	0	3	2	1	1	0	0	1	2	2	2
OTU_1273	0	0	0	1	0	1	2	0	2	0	2	1	11	1	4	0	2	0
OTU_2527	1	0	0	0	0	0	0	1	0	1	2	0	1	1	1	1	1	3
OTU_1032	0	0	0	2	8	0	0	1	0	1	2	0	0	0	1	1	3	5
OTU_1747	1	0	0	0	0	0	3	4	2	0	0	1	2	1	0	0	0	0
OTU_1665	0	0	0	3	2	2	0	0	0	0	1	0	0	0	1	0	0	0
OTU_3855	0	2	0	0	0	0	1	2	0	0	1	0	0	0	0	1	0	0
OTU_2202	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
OTU_814	6	15	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU_3002	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
OTU_3046	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_3356	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
OTU_68	60	127	56	28	57	16	60	156	147	24	39	5	49	25	63	19	19	24
OTU_3151	2	6	1	3	3	0	1	5	4	3	2	0	0	0	0	0	0	0
OTU_2314	0	3	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1
OTU_1608	0	0	0	0	0	0	2	2	1	1	0	0	1	0	0	0	0	0
OTU_150	55	88	55	30	37	29	46	75	61	32	35	7	28	20	47	26	25	16
OTU_165	13	44	14	3	13	12	43	72	62	8	19	2	19	13	17	11	12	16
OTU_2159	9	14	10	10	5	6	6	16	18	14	4	1	5	2	14	4	3	6
OTU_582	7	8	1	7	4	3	9	10	14	9	9	1	16	7	8	8	5	21
OTU_816	6	10	7	10	13	6	14	28	27	3	7	1	8	7	7	1	2	5
OTU_187	9	19	11	8	17	12	20	39	23	18	9	5	1	0	3	6	14	5
OTU_451	8	35	8	1	6	5	11	13	11	7	4	2	17	13	20	0	2	5
OTU_849	0	1	0	6	10	8	2	2	5	7	2	1	2	3	0	4	2	5
OTU_907	3	4	1	1	6	3	10	11	8	4	0	0	1	0	2	1	1	1
OTU_1134	1	5	4	0	2	1	8	13	8	1	0	0	1	0	4	1	3	2
OTU_750	1	2	1	2	10	2	2	0	4	5	5	1	0	0	0	1	0	4
OTU_1211	1	4	1	1	3	3	3	3	0	2	0	0	0	0	0	0	3	0
OTU_1495	1	0	0	1	1	6	0	4	0	4	3	0	0	2	3	0	0	3
OTU_1235	1	3	2	0	0	0	3	4	6	0	0	0	1	0	0	1	0	1
OTU_1969	0	1	1	2	0	0	1	2	0	1	2	0	1	0	0	0	0	2
OTU_1013	4	3	0	0	0	0	1	4	6	0	1	1	0	1	0	0	0	0
OTU_2598	0	0	0	1	0	0	0	0	0	1	2	0	0	1	0	0	1	0
OTU_2123	4	9	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
OTU_2327	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
OTU_2433	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
OTU_130	68	154	48	6	9	6	24	63	84	21	25	7	32	22	42	15	7	12
OTU_2174	21	64	22	12	13	11	41	73	87	20	17	3	28	16	30	19	16	14
OTU_323	7	20	6	2	6	11	7	17	12	15	12	6	9	7	15	6	8	4
OTU_604	15	35	19	57	55	52	26	39	64	37	29	4	38	37	39	30	39	28
OTU_67	111	242	84	120	117	108	191	361	371	150	136	50	143	129	208	94	115	121
OTU_7	280	474	202	213	245	234	352	467	607	331	298	102	333	265	318	328	339	344
OTU_72	77	187	50	6	11	7	17	59	49	13	14	4	82	47	141	3	3	6
OTU_724	22	51	11	9	6	6	27	56	39	9	12	5	1	4	4	3	5	3
OTU_2435	36	97	49	4	10	5	24	49	60	3	13	0	26	15	30	5	5	6
OTU_294	8	34	8	3	7	6	21	44	47	2	5	1	30	26	51	0	2	2
OTU_91	77	190	82	0	3	4	6	20	20	7	5	1	37	25	43	3	1	9
OTU_1244	1	5	2	3	1	1	0	1	3	4	4	0	3	2	3	4	2	2
OTU_2900	0	1	0	7	11	2	0	1	2	7	11	5	1	0	2	4	10	5
OTU_549	2	9	2	0	1	1	3	8	12	3	0	1	1	0	1	1	0	0
OTU_1586	1	3	0	1	2	0	0	3	2	1	0	0	2	2	3	1	0	1
OTU_2133	0	2	0	0	3	0	1	1	3	2	2	1	2	0	1	0	1	1
OTU_1209	1	6	0	4	4	5	4	4	4	7	11	1	0	1	1	3	2	0
OTU_1533	0	0	0	6	11	1	0	0	0	2	4	0	0	0	0	1	1	1
OTU_1126	3	7	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0
OTU_103	58	113	40	15	23	15	12	25	23	30	48	5	47	28	50	23	21	41
OTU_147	17	60	12	17	22	14	21	44	53	35	63	15	39	18	35	47	40	48
OTU_275	18	38	12	11	23	12	4	35	24	24	43	5	15	5	12	25	30	23
OTU_46	78	268	70	6	20	9	40	82	87	17	21	3	125	61	159	4	6	5
OTU_1172	2	8	4	1	0	1	0	1	2	0	1	0	3	2	4	2	1	0
OTU_2076	1	5	1	2	1	0	3	5	2	0	6	0	3	1	3	1	0	0
OTU_820	0	2	1	0	0	0	0	0	0	2	1	0	8	12	13	1	2	3
OTU_1493	0	0	1	0	1	0	1	0	0	1	0	0	0	2	2	1	0	1
OTU_1745	0	1	0	0	0	1	1	2	1	0	0	0	0	0	2	0	0	0
OTU_2560	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	1
OTU_2995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
OTU_3849	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
OTU_3664	0	1	0	0	1	0	1	0	1	0	2	0	0	0	0	1	0	1
OTU_1744	0	0	0	1	1	2	0	0	5	0	1	0	0	0	0	0	1	0
OTU_1974	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	0	1
OTU_3575	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1
OTU_1760	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0
OTU_3128	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
OTU_1626	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0
OTU_2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3
OTU_2453	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2
OTU_205	7	5	12	5	3	12	7	4	11	31	10	6	16	15	13	19	16	15
OTU_237	28	44	18	11	17	13	9	16	12	21	19	5	42	17	37	27	21	19
OTU_3848	1	2	0	0	2	0	0	2	0	2	3	0	5	1	2	2	1	0
OTU_2109	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	4
OTU_129	16	27	13	18	19	20	34	48	44	22	15	8	17	38	34	23	22	21
OTU_988	3	15	10	15	14	8	0	7	4	20	23	9	10	10	14	50	17	31
OTU_580	0	0	0	8	3	6	1	4	4	12	4	5	0	3	1	6	0	2
OTU_2514	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OTU_2992	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
OTU_3400	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_3423	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_3787	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
OTU_699	2	1	1	1	0	0	0	0	2	2	6	1	6	2	3	6	4	9
OTU_1494	0	0	1	0	0	1	0	1	2	0	1	0	4	2	2	1	0	1
OTU_1254	0	0	0	1	0	1	0	0	0	2	0	0	1	0	1	4	1	1
OTU_1278	0	0	0	1	0	0	0	2	0	0	1	0	2	1	0	2	4	2
OTU_1552	1	0	0	1	3	1	0	0	1	0	1	0	0	0	0	1	1	0
OTU_1615	3	1	0	0	0	0	0	4	6	0	0	0	1	1	1	0	0	0
OTU_1397	0	2	1	0	0	0	2	0	0	0	0	0	2	3	1	0	0	0
OTU_1554	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	1
OTU_1811	0	4	1	0	0	0	3	3	0	2	0	0	0	0	0	0	0	0
OTU_1988	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	1	2	0
OTU_2304	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0
OTU_2455	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
OTU_3217	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
OTU_1740	0	0	0	1	2	0	0	0	0	1	3	0	2	0	1	1	1	0
OTU_1438	0	1	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0
OTU_775	1	4	0	0	0	0	5	6	9	1	0	0	0	0	0	0	0	0
OTU_2461	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_1806	0	0	0	0	0	0	3	1	3	0	0	0	0	0	0	0	0	0
OTU_2177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
OTU_3399	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
OTU_3624	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
OTU_3790	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0
OTU_3903	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
OTU_3124	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
OTU_3201	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
OTU_3319	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU_3349	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
OTU_3673	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_3713	0	1	0	1	1	1	0	0	0	0	1	0	1	1	0	2	2	1
OTU_1194	1	13	4	0	0	1	0	5	7	0	1	0	1	3	5	1	0	0
OTU_3689	1	10	1	1	2	0	1	1	0	0	0	0	5	2	5	0	0	0
OTU_2043	0	0	0	2	0	1	1	0	0	0	2	0	0	0	1	0	0	0
OTU_2293	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	1	1
OTU_2830	0	2	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0
OTU_1990	0	0	0	0	1	1	0	1	0	0	1	0	2	0	0	0	0	3
OTU_2773	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	2	0	0
OTU_2257	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0
OTU_3865	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_111	24	74	25	25	46	27	55	99	93	25	45	9	32	27	60	32	45	39
OTU_446	29	53	21	9	29	10	14	32	30	18	42	7	31	20	42	22	22	19
OTU_469	3	6	3	13	15	7	3	8	6	17	12	1	3	1	6	8	11	6
OTU_692	4	15	8	21	18	15	8	9	23	22	20	5	14	5	20	13	13	18
OTU_216	14	44	23	7	15	4	16	21	34	14	10	0	19	13	46	7	5	6
OTU_493	4	6	3	2	10	3	1	9	12	6	10	0	4	6	4	4	2	2
OTU_530	1	4	1	4	11	2	4	23	12	8	7	0	11	4	8	9	4	4
OTU_610	9	8	3	3	8	10	3	11	9	6	8	2	8	0	8	9	9	13
OTU_739	4	6	2	3	7	0	8	13	12	7	12	1	5	2	14	3	1	7
OTU_1061	1	8	5	0	1	3	4	9	11	3	3	0	6	1	8	5	5	1
OTU_2697	1	5	3	2	4	1	2	9	5	8	4	0	2	0	4	3	3	6
OTU_547	3	11	5	0	2	7	4	12	12	5	10	0	8	6	7	6	4	5
OTU_822	3	0	1	4	6	4	0	3	5	8	3	2	2	2	6	6	3	11
OTU_1000	7	5	1	3	1	1	0	10	7	6	9	1	4	0	6	5	1	0
OTU_1218	0	1	0	8	9	2	2	3	5	6	19	0	3	2	4	6	7	2
OTU_576	5	4	0	1	5	2	5	12	7	5	8	1	4	0	0	3	6	2
OTU_627	2	1	4	0	2	1	0	9	4	2	5	2	1	0	4	3	4	1
OTU_710	2	3	0	1	0	1	4	2	7	1	2	0	14	5	15	2	1	2
OTU_1294	0	6	2	0	1	2	0	2	5	4	6	1	3	0	1	1	2	1
OTU_527	2	13	5	1	0	4	5	14	5	3	5	1	19	6	21	0	0	0
OTU_1409	1	0	2	2	1	0	3	2	4	1	0	0	3	0	1	1	2	1
OTU_846	1	6	0	0	1	0	0	2	5	3	3	0	4	0	3	4	4	8
OTU_867	2	4	0	1	3	0	3	0	1	4	4	0	7	2	2	1	0	0
OTU_947	0	0	0	2	3	1	0	0	1	2	1	0	2	1	1	3	1	2
OTU_694	1	11	4	0	1	0	4	6	5	4	1	0	6	0	6	0	0	0
OTU_963	3	2	0	0	0	0	2	0	1	1	3	0	2	0	2	1	1	1
OTU_1109	0	5	1	0	0	0	1	1	3	1	0	0	4	0	2	1	1	0
OTU_1550	1	0	1	3	4	1	0	0	0	4	4	1	0	1	0	4	0	0
OTU_1297	1	0	0	0	0	0	0	2	4	1	0	1	2	0	1	1	1	0
OTU_1366	1	3	2	0	0	0	2	1	0	1	1	0	2	2	0	0	0	0
OTU_1777	0	4	0	1	2	1	0	1	4	1	2	1	0	0	0	0	0	0
OTU_1269	0	2	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	0
OTU_1305	0	0	0	1	0	0	0	2	0	0	6	0	2	1	1	1	1	0
OTU_1410	0	0	0	1	1	2	0	2	2	3	5	0	0	0	0	0	0	1
OTU_1474	0	1	0	2	1	2	0	0	0	1	3	0	0	0	0	4	0	3
OTU_2898	0	0	0	0	0	1	0	0	5	1	0	0	1	2	1	0	2	3
OTU_3763	1	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0
OTU_1264	0	0	0	0	3	5	0	1	0	1	3	0	0	0	0	3	1	0
OTU_1446	0	0	1	0	0	0	1	0	2	1	1	0	1	0	0	0	0	4
OTU_1874	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	2	2	1
OTU_1389	0	3	0	2	2	1	0	0	0	0	0	0	2	0	0	0	2	0
OTU_1857	0	0	0	0	0	0	0	0	1	1	2	1	0	0	2	0	0	1
OTU_1892	0	3	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2
OTU_2194	0	0	0	1	0	0	0	1	2	1	3	0	0	0	0	0	0	1
OTU_3619	0	0	0	2	1	1	0	0	0	2	1	0	0	0	2	0	0	0
OTU_2396	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	2	2
OTU_2707	0	1	0	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0
OTU_4035	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	1	0
OTU_1889	0	1	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0
OTU_1968	0	1	0	0	7	0	0	0	0	0	2	0	0	0	0	1	0	0
OTU_3131	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0
OTU_1522	0	0	0	0	0	0	0	0	0	0	0	0	5	3	4	0	0	0
OTU_2055	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
OTU_2098	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	0	0	0
OTU_2146	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1
OTU_3137	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0
OTU_3306	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
OTU_3657	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
OTU_2495	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
OTU_2939	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU_3079	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
OTU_3333	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU_3724	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
OTU_3816	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
OTU_925	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	5	3	7
OTU_1512	1	1	1	0	1	1	1	0	2	2	3	0	0	0	0	0	1	0
OTU_1525	0	0	2	3	0	0	1	0	0	2	1	0	3	3	6	1	0	1
OTU_1546	0	1	0	0	2	0	3	0	0	0	2	0	1	0	1	0	2	3
OTU_1614	0	0	2	0	1	0	1	0	0	1	1	0	0	0	1	0	2	1
OTU_1622	0	1	0	0	0	0	0	1	1	2	0	0	0	1	1	2	0	1
OTU_1407	0	0	0	0	0	0	1	2	1	1	2	0	0	1	0	0	1	0
OTU_2358	0	0	0	1	1	2	0	3	0	1	0	1	0	0	0	0	1	0
OTU_1845	0	1	0	0	0	0	0	0	0	0	0	0	3	2	5	0	1	0
OTU_2485	0	1	0	1	2	0	0	0	0	2	0	0	0	0	1	0	0	0
OTU_2381	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	1	0
OTU_2976	0	0	0	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0
OTU_3223	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0
